FID,POLYGON_ME,X,Y,F2013LIDAR
796,156,"585,647.683602000000000","7,910,378.606110000100000",5.019999980930000
797,185,"585,759.549659000010000","7,910,378.235689999500000",4.928999900820000
798,152,"585,698.801205000030000","7,910,378.129859999800000",5.006999969480000
799,151,"585,685.624928000030000","7,910,377.971110000300000",5.091000080110000
800,172,"585,790.241387999970000","7,910,377.971110000300000",4.953999996190000
801,111,"585,548.488100999970000","7,910,375.902909999700000",5.188000202180000
802,181,"585,770.926765999990000","7,910,375.854439999900000",5.005000114440000
803,142,"585,670.067397000040000","7,910,375.748599999600000",5.007999897000000
804,148,"585,737.536282000020000","7,910,375.113599999800000",4.982999801640000
805,178,"585,780.187201000050000","7,910,374.796099999900000",4.886000156400000
806,157,"585,631.808571000000000","7,910,374.319849999600000",5.216000080110000
807,162,"585,578.309713999970000","7,910,374.161100000100000",5.191999912260000
808,296,"585,567.108341000040000","7,910,373.804850000000000",5.159999847410000
809,160,"585,569.698960999960000","7,910,373.512950000400000",5.144999980930000
810,150,"585,709.278725999990000","7,910,372.891099999700000",5.004000186920000
811,130,"585,652.287361999970000","7,910,372.256099999900000",5.079999923710000
812,141,"585,684.037424999990000","7,910,371.938600000000000",4.986000061040000
813,131,"585,660.224877999980000","7,910,371.303600000200000",5.058000087740000
814,158,"585,621.013549000020000","7,910,370.509840000400000",5.116000175480000
815,109,"585,525.484774000010000","7,910,369.928020000500000",5.116000175480000
816,146,"585,720.867499000040000","7,910,369.557339999800000",4.955999851230000
817,134,"585,610.853528999960000","7,910,369.398590000300000",5.473000049590000
818,140,"585,674.671156000000000","7,910,368.446089999800000",4.992000103000000
819,147,"585,726.582509999980000","7,910,368.287340000300000",5.035999774930000
820,133,"585,606.971545999990000","7,910,368.171559999700000",5.317999839780000
821,143,"585,742.140040999980000","7,910,367.176090000200000",5.052000045780000
822,110,"585,533.252131000040000","7,910,366.193710000300000",5.086999893190000
823,103,"585,595.988478000040000","7,910,364.699989999600000",5.288000106810000
824,102,"585,591.516998999980000","7,910,364.480530000300000",5.244999885560000
825,138,"585,692.133691000050000","7,910,364.001079999800000",5.078999996190000
826,101,"585,571.640800999940000","7,910,363.505010000400000",5.065999984740000
827,128,"585,645.937349000010000","7,910,363.207329999700000",5.076000213620000
828,182,"585,760.078826999990000","7,910,363.154410000000000",5.031000137330000
829,176,"585,821.197699000010000","7,910,362.889829999800000",4.852000236510000
830,180,"585,766.693424000060000","7,910,362.889829999800000",5.068999767300000
831,129,"585,633.872325000000000","7,910,362.889829999800000",4.985000133510000
832,145,"585,721.250000000000000","7,910,362.750000000000000",5.268000125890000
833,184,"585,750.289223999950000","7,910,362.625249999600000",4.940999984740000
834,136,"585,708.008722999950000","7,910,362.096079999600000",5.064000129700000
835,135,"585,698.750000000000000","7,910,361.500000000000000",5.486999988560000
836,106,"585,547.442494999970000","7,910,361.264430000400000",5.144999980930000
837,127,"585,665.781138999970000","7,910,360.826080000000000",5.045000076290000
838,132,"585,622.918552999970000","7,910,360.667320000000000",5.160999774930000
839,139,"585,678.004913000040000","7,910,358.921070000200000",5.133999824520000
840,177,"585,779.658032999960000","7,910,357.862739999800000",4.946000099180000
841,183,"585,753.199646999940000","7,910,357.862739999800000",4.993999958040000
842,98,"585,605.398930000020000","7,910,357.828859999800000",5.284999847410000
843,126,"585,658.954875000050000","7,910,357.333569999800000",5.050000190730000
844,100,"585,559.840392000040000","7,910,357.231370000200000",5.130000114440000
845,171,"585,796.591400000030000","7,910,357.068980000000000",4.962999820710000
846,108,"585,520.406117000040000","7,910,356.783259999900000",5.359000205990000
847,144,"585,734.837527000000000","7,910,356.698570000000000",4.967000007630000
848,97,"585,596.137850000060000","7,910,356.633890000200000",5.287000179290000
849,96,"585,613.763776000010000","7,910,355.887020000300000",5.059999942780000
850,95,"585,605.697674000050000","7,910,355.289540000300000",5.140999794010000
851,137,"585,708.643723999970000","7,910,355.111060000000000",5.035999774930000
852,120,"585,683.169610999990000","7,910,354.726610000200000",4.986000061040000
853,179,"585,769.074678999950000","7,910,354.423150000200000",5.001999855040000
854,92,"585,638.111452999990000","7,910,354.393299999600000",5.025000095370000
855,125,"585,676.417409999990000","7,910,353.841059999500000",5.145999908450000
856,91,"585,632.584679999970000","7,910,352.600829999900000",5.262000083920000
857,118,"585,696.108186000030000","7,910,352.390479999600000",5.039999961850000
858,105,"585,539.227021000000000","7,910,350.808369999800000",5.112999916080000
859,149,"585,720.073746999960000","7,910,350.507299999700000",4.980000019070000
860,114,"585,705.273011000010000","7,910,350.413750000300000",5.152999877930000
861,89,"585,643.488855000000000","7,910,350.061510000400000",5.120999813080000
862,94,"585,614.809382000010000","7,910,349.912130000100000",5.269000053410000
863,86,"585,651.554955999950000","7,910,346.327200000200000",5.136000156400000
864,93,"585,614.211893000060000","7,910,344.534730000400000",5.303999900820000
865,104,"585,546.247516999950000","7,910,344.385359999700000",5.111999988560000
866,119,"585,685.685444999950000","7,910,343.585060000400000",4.994999885560000
867,82,"585,662.309757999960000","7,910,343.489129999700000",5.064000129700000
868,124,"585,675.464907999970000","7,910,343.363540000300000",5.217999935150000
869,88,"585,640.352037000000000","7,910,341.995400000400000",5.206999778750000
870,107,"585,526.764994999980000","7,910,341.157320000200000",5.393000125890000
871,99,"585,566.412771999950000","7,910,340.651050000500000",5.342000007630000
872,81,"585,652.899306999990000","7,910,339.605449999700000",5.116000175480000
873,123,"585,684.966634999960000","7,910,339.092500000300000",5.056000232700000
874,115,"585,711.922001000030000","7,910,338.912790000400000",5.031000137330000
875,87,"585,635.721496999960000","7,910,338.709210000000000",5.160999774930000
876,90,"585,632.584679999970000","7,910,338.559840000200000",5.164000034330000
877,117,"585,693.772054999950000","7,910,337.834579999600000",5.309999942780000
878,60,"585,618.244944000030000","7,910,337.514240000400000",5.079999923710000
879,75,"585,550.429939999940000","7,910,336.767380000100000",5.296000003810000
880,79,"585,519.360512000040000","7,910,335.423030000200000",5.163000106810000
881,59,"585,606.754770000000000","7,910,335.216199999700000",5.031000137330000
883,85,"585,640.053292999980000","7,910,333.630560000400000",5.084000110630000
884,58,"585,598.079689000030000","7,910,333.481189999700000",5.492000103000000
885,122,"585,683.349312999980000","7,910,332.443509999700000",5.190000057220000
886,80,"585,532.953387000020000","7,910,331.389969999900000",5.117000103000000
887,116,"585,699.163127999990000","7,910,331.365290000100000",5.094999790190000
888,83,"585,664.699715000000000","7,910,330.792489999900000",5.053999900820000
889,70,"585,561.483486999990000","7,910,329.746880000500000",5.163000106810000
890,61,"585,623.921088999950000","7,910,329.298759999700000",5.059999942780000
891,121,"585,686.763660000060000","7,910,328.669760000000000",5.034999847410000
892,65,"585,586.279281000020000","7,910,328.551900000300000",5.119999885560000
893,55,"585,631.240329999940000","7,910,327.058179999700000",5.156000137330000
894,46,"585,654.990517999980000","7,910,326.012570000300000",5.046000003810000
896,63,"585,591.059192999960000","7,910,324.966970000400000",5.119999885560000
898,57,"585,598.883385000050000","7,910,323.926140000100000",5.262000083920000
899,45,"585,648.418138999960000","7,910,323.921360000000000",5.157000064850000
900,84,"585,645.975319999970000","7,910,323.446370000000000",5.236999988560000
901,49,"585,637.663336999950000","7,910,321.830149999800000",5.293000221250000
902,54,"585,627.655396000020000","7,910,321.531410000300000",5.066999912260000
903,47,"585,663.803481000010000","7,910,320.635169999700000",5.189000129700000
904,53,"585,611.523191999990000","7,910,320.635169999700000",5.097000122070000
905,72,"585,541.477134000040000","7,910,319.370249999700000",5.125000000000000
906,56,"585,599.424039999950000","7,910,317.498350000000000",5.505000114440000
907,48,"585,637.663336999950000","7,910,316.751489999700000",5.119999885560000
908,64,"585,578.960041000040000","7,910,316.004630000300000",5.300000190730000
909,40,"585,648.866256000010000","7,910,315.855259999600000",5.124000072480000
910,78,"585,514.431226999960000","7,910,314.959029999600000",5.218999862670000
911,62,"585,585.831164999980000","7,910,314.809650000200000",5.168000221250000
912,52,"585,601.664622999960000","7,910,314.361540000000000",5.222000122070000
913,41,"585,659.322312999980000","7,910,311.374090000100000",5.087999820710000
914,51,"585,593.150404999960000","7,910,311.374090000100000",5.118000030520000
915,77,"585,518.613649999960000","7,910,311.075349999600000",5.183000087740000
916,69,"585,549.683078999980000","7,910,310.925979999800000",5.224999904630000
917,39,"585,641.443332999940000","7,910,309.883879999600000",5.019999980930000
918,44,"585,634.825263999980000","7,910,309.880370000400000",5.309999942780000
919,50,"585,605.548302000040000","7,910,308.984140000300000",5.203000068660000
920,71,"585,543.409445000000000","7,910,308.237280000000000",5.133999824520000
921,66,"585,566.562143999970000","7,910,307.191669999600000",5.357999801640000
922,42,"585,658.127334999970000","7,910,305.697949999900000",5.039000034330000
923,38,"585,643.787599000030000","7,910,305.399199999900000",5.089000225070000
924,68,"585,554.313619000020000","7,910,304.801710000300000",5.323999881740000
925,67,"585,566.412771999950000","7,910,302.113010000400000",5.125999927520000
926,27,"585,643.638227000020000","7,910,300.918030000300000",5.251999855040000
927,43,"585,634.227775000040000","7,910,300.469920000100000",5.135000228880000
928,35,"585,607.042024999970000","7,910,297.930590000000000",5.130000114440000
929,28,"585,651.853700999990000","7,910,295.839379999800000",5.165999889370000
930,34,"585,600.619017999970000","7,910,295.690010000000000",5.131999969480000
931,32,"585,625.862929000050000","7,910,295.540629999700000",5.106999874110000
932,37,"585,590.760449000050000","7,910,294.943140000100000",5.206999778750000
933,31,"585,616.303104000050000","7,910,293.300049999700000",5.144000053410000
934,26,"585,636.468359000050000","7,910,292.105069999600000",5.188000202180000
935,30,"585,630.194723999940000","7,910,290.312599999800000",5.198999881740000
936,29,"585,627.804768000030000","7,910,287.922650000100000",5.493000030520000
937,33,"585,601.515250999950000","7,910,287.773280000300000",5.191999912260000
938,36,"585,593.449150000000000","7,910,285.831439999900000",5.166999816890000
939,14,"585,636.006982999970000","7,910,284.272260000000000",5.353000164030000
940,15,"585,647.671277999990000","7,910,284.038970000100000",5.083000183110000
941,22,"585,616.004360000020000","7,910,282.993359999700000",5.185999870300000
942,24,"585,603.457091000050000","7,910,282.097129999700000",5.255000114440000
943,23,"585,625.945789000020000","7,910,281.266180000300000",5.262000083920000
944,13,"585,629.209243000020000","7,910,280.699199999700000",5.099999904630000
945,25,"585,595.988478000040000","7,910,278.661570000500000",5.157999992370000
946,16,"585,651.106839000010000","7,910,278.064079999900000",5.090000152590000
947,10,"585,615.406870999960000","7,910,275.972869999700000",5.198999881740000
948,9,"585,607.340769000000000","7,910,273.732280000100000",5.234000205990000
949,7,"585,615.854988000010000","7,910,271.043580000300000",5.169000148770000
950,4,"585,622.726111000050000","7,910,270.147350000200000",5.084000110630000
951,3,"585,616.751220999980000","7,910,269.549859999700000",5.099999904630000
952,12,"585,634.314401000040000","7,910,269.239450000200000",5.163000106810000
953,8,"585,601.515250999950000","7,910,268.205509999800000",5.189000129700000
954,11,"585,650.658722999970000","7,910,265.964929999800000",5.110000133510000
955,6,"585,604.353324000030000","7,910,262.529369999700000",5.183000087740000
956,17,"585,649.762488999990000","7,910,257.151960000400000",5.156000137330000
957,18,"585,641.833692000010000","7,910,257.028079999600000",5.162000179290000
958,0,"585,623.771717000050000","7,910,256.255730000300000",5.182000160220000
959,2,"585,614.510636999970000","7,910,255.210129999600000",5.188000202180000
960,5,"585,608.834492000050000","7,910,255.210129999600000",5.179999828340000
961,20,"585,634.974636000000000","7,910,254.762009999700000",5.264999866490000
962,1,"585,619.589293999950000","7,910,254.015150000300000",5.236000061040000
963,21,"585,628.850374000030000","7,910,253.716400000300000",5.247000217440000
964,19,"585,635.721496999960000","7,910,249.683349999600000",5.080999851230000
895,73,"585,540.500000000000000","7,910,325.000000000000000",5.330999851230000
882,74,"585,544.753795000030000","7,910,334.377419999800000",5.102000236510000
45,882,"585,839.886799999980000","7,910,709.388150000000000",5.030000209810000
